name,address,primary_category,type,subtype,food_tier,lat,lon,color_r,color_g,color_b,osm_id,osm_type,osm_shop,osm_amenity,brand,opening_hours,website,phone,geocode_source
Cornerstone Liberty Community Church,"2220, Wayne Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1210359,-80.0579514,168,85,247,923826264,way,,place_of_worship,,,https://www.clccerie.com/,+18144554654,openstreetmap
Cottage Hill Church,,Civic & Social,Faith Community,Place of Worship,,41.8686674,-79.7739407,168,85,247,357281943,node,,place_of_worship,,,,,openstreetmap
Cranesville Bible Church,"10029, Reed Street, Cranesville, PA, 16410",Civic & Social,Faith Community,Place of Worship,,41.9036273,-80.3451363,168,85,247,7610636287,node,,place_of_worship,,,,,openstreetmap
Cranesville United Methodist Church,"10017, Meadville Street, Cranesville, PA, 16410",Civic & Social,Faith Community,Place of Worship,,41.9042882,-80.3432986,168,85,247,814781296,way,,place_of_worship,,,,,openstreetmap
Crossroads Community Baptist Church,"5827, Old French Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0818187,-80.0519156,168,85,247,904876427,way,,place_of_worship,,,,,openstreetmap
Crossroads Community Church,"11160, Oliver Road, McKean, PA, 16426",Civic & Social,Faith Community,Place of Worship,,41.9363895,-80.1249968,168,85,247,9256460212,node,,place_of_worship,,,,,openstreetmap
Delaware Avenue Baptist Church,"822, Delaware Avenue, Erie, PA, 16505",Civic & Social,Faith Community,Place of Worship,,42.11113,-80.1258138,168,85,247,7981414386,node,,place_of_worship,,,,,openstreetmap
Donation Hill Church,,Civic & Social,Faith Community,Place of Worship,,41.5256107,-79.9178351,168,85,247,357283454,node,,place_of_worship,,,,,openstreetmap
Dorchester Drive Baptist Church,"5002, Dorchester Drive, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0834202,-80.0814872,168,85,247,8206832934,node,,place_of_worship,,,,,openstreetmap
East Erie Assembly of God,"2653, Saltsman Road, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1396177,-79.9886542,168,85,247,7963636249,node,,place_of_worship,,,,,openstreetmap
East Lake Road Alliance Church,"4500, East Lake Road, Erie, PA, 16511",Civic & Social,Faith Community,Place of Worship,,42.1626457,-80.0109496,168,85,247,7623743124,node,,place_of_worship,,,,,openstreetmap
East Troy Church,,Civic & Social,Faith Community,Place of Worship,,41.6339473,-79.7589424,168,85,247,357284083,node,,place_of_worship,,,,,openstreetmap
Eastminster Presbyterian Church,"2320, East Lake Road, Erie, PA, 16511",Civic & Social,Faith Community,Place of Worship,,42.148803,-80.0360119,168,85,247,7623102336,node,,place_of_worship,,,,,openstreetmap
Elevate Church,"975, Millcreek Mall Boulevard, Erie, PA, 16565",Civic & Social,Faith Community,Place of Worship,,42.0728893,-80.098262,168,85,247,7609525695,node,,place_of_worship,,,,,openstreetmap
Elgin United Methodist Church,"18240, North Main Street, Elgin, PA, 16413",Civic & Social,Faith Community,Place of Worship,,41.9052569,-79.7435217,168,85,247,898082173,way,,place_of_worship,,,,,openstreetmap
Elmwood Avenue Presbyterian Church,"2816, Elmwood Avenue, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,,42.0998701,-80.0991813,168,85,247,8446636648,node,,place_of_worship,,,,,openstreetmap
Emmanuel Presbyterian Church,"3520, Perry Street, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1112511,-80.0492384,168,85,247,7573168905,node,,place_of_worship,,,,,openstreetmap
Episcopal Church of Holy Cross,"51, West Main Street, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.2149622,-79.8373665,168,85,247,8184980750,node,,place_of_worship,,,,,openstreetmap
Episcopal Diocese of Northwestern Pennsylvania,"145, West 6th Street, Erie, PA, 16501",Civic & Social,Faith Community,Place of Worship,,42.1279891,-80.0880284,168,85,247,7707396076,node,,place_of_worship,,,,,openstreetmap
Erie Church Of God,,Civic & Social,Faith Community,Place of Worship,,42.1080573,-80.0957202,168,85,247,1370245810,way,,place_of_worship,,,,,openstreetmap
Erie Church of Christ,"2317, West Grandview Boulevard, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,,42.0755497,-80.1148981,168,85,247,7942675259,node,,place_of_worship,,,,,openstreetmap
Erie First Assembly,"8150, Oliver Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0464705,-80.0859885,168,85,247,7706158813,node,,place_of_worship,,,,,openstreetmap
Erie First Church of the Nazarene,"5426, Cider Mill Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0959642,-80.0253163,168,85,247,8191519418,node,,place_of_worship,,,,,openstreetmap
Erie Seventh-day Adventist Church,"190, Hunter Willis Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.080382,-80.0479037,168,85,247,908083192,way,,place_of_worship,,,,,openstreetmap
Evangelistic Tabernacle Ministries,"216, North Main Street, Cooperstown, PA, 16317",Civic & Social,Faith Community,Place of Worship,,41.502454,-79.8740598,168,85,247,908796952,way,,place_of_worship,,,,,openstreetmap
Fairview Presbyterian Church,"4264, Avonia Road, Fairview, PA, 16415",Civic & Social,Faith Community,Place of Worship,,42.0293317,-80.2545226,168,85,247,8397836743,node,,place_of_worship,,,,,openstreetmap
Faith Lutheran Church,"5414, East Lake Road, Erie, PA, 16511",Civic & Social,Faith Community,Place of Worship,,42.1727073,-79.9944619,168,85,247,8394340746,node,,place_of_worship,,,,,openstreetmap
Faith Reformed Church,"2953, Saltsman Road, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1356351,-79.9894178,168,85,247,7964362001,node,,place_of_worship,,,,,openstreetmap
Faith Temple Church,"940, West 4th Street, Erie, PA, 16507",Civic & Social,Faith Community,Place of Worship,,42.1242565,-80.1066742,168,85,247,8498410729,node,,place_of_worship,,,,,openstreetmap
Fallowfield Church,,Civic & Social,Faith Community,Place of Worship,,41.5142202,-80.3103427,168,85,247,357285520,node,,place_of_worship,,,,,openstreetmap
Family Church,"6075, Peach Street, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0620782,-80.0929968,168,85,247,7571643411,node,,place_of_worship,,,,,openstreetmap
Family Worship Center,"1201, Parade Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.126537,-80.0722061,168,85,247,7581082844,node,,place_of_worship,,,,,openstreetmap
Federated Church,"11995, Main Street, East Springfield, PA, 16411",Civic & Social,Faith Community,Place of Worship,,41.9645665,-80.406962,168,85,247,8155635501,node,,place_of_worship,,,,,openstreetmap
Fink Ridge Church (closed),,Civic & Social,Faith Community,Place of Worship,,41.7062627,-79.6911417,168,85,247,1125019641,way,,place_of_worship,,,,,openstreetmap
First Alliance Church,"2939, Zimmerly Road, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,,42.0620796,-80.1235042,168,85,247,810335359,way,,place_of_worship,,,https://www.facerie.org/,+18148339862,openstreetmap
First Baptist Church,,Civic & Social,Faith Community,Place of Worship,,42.2563889,-79.7016667,168,85,247,357645033,node,,place_of_worship,,,,,openstreetmap
First Baptist Church,"43, South Lake Street, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.2147216,-79.8353683,168,85,247,8078500864,node,,place_of_worship,,,,,openstreetmap
First Baptist Church,,Civic & Social,Faith Community,Place of Worship,,41.8014046,-80.0592563,168,85,247,860274449,way,,place_of_worship,,,,,openstreetmap
First Born Apostolic Church,"1221, East 19th Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1278688,-80.049749,168,85,247,8252077434,node,,place_of_worship,,,,,openstreetmap
First Christian Church,,Civic & Social,Faith Community,Place of Worship,,41.6596679,-80.137693,168,85,247,1119915603,way,,place_of_worship,,,,,openstreetmap
First Church of God,,Civic & Social,Faith Community,Place of Worship,,41.800741,-80.0664849,168,85,247,453629784,way,,place_of_worship,,,,,openstreetmap
First Good Samaritan Methodist Church,"3209, Pennsylvania Avenue, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1159892,-80.0452696,168,85,247,893094774,way,,place_of_worship,,,,,openstreetmap
First Presbyterian Church,,Civic & Social,Faith Community,Place of Worship,,42.2663889,-79.7108333,168,85,247,357645035,node,,place_of_worship,,,,,openstreetmap
First Presbyterian Church,"112, West 3rd Street, Waterford, PA, 16441",Civic & Social,Faith Community,Place of Worship,,41.9422315,-79.9859852,168,85,247,8075195362,node,,place_of_worship,,,,,openstreetmap
First Presbyterian Church,"25, West Main Street, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.2153262,-79.8356236,168,85,247,8078340441,node,,place_of_worship,,,,,openstreetmap
First Presbyterian Church of Girard,"260, East Main Street, Girard, PA, 16417",Civic & Social,Faith Community,Place of Worship,,42.003386,-80.3137581,168,85,247,8262476802,node,,place_of_worship,,,,,openstreetmap
First Presbyterian Church of the Covenant,"250, West 7th Street, Erie, PA, 16501",Civic & Social,Faith Community,Place of Worship,,42.1270154,-80.0903373,168,85,247,7714175850,node,,place_of_worship,,,,,openstreetmap
First Ukrainian Pentecostal Church,"3510, Pine Avenue, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1093132,-80.0542514,168,85,247,846508594,way,,place_of_worship,,,https://youtube.com/@efupc6547,+18145287409,openstreetmap
First United Methodist Church,"1024, Peach Street, Erie, PA, 16501",Civic & Social,Faith Community,Place of Worship,,42.124253,-80.0839261,168,85,247,7633707534,node,,place_of_worship,,,,,openstreetmap
First United Methodist Church,"707, Sassafras Street, Erie, PA, 16501",Civic & Social,Faith Community,Place of Worship,,42.1268548,-80.0877382,168,85,247,7714205297,node,,place_of_worship,,,,,openstreetmap
First United Methodist Church,,Civic & Social,Faith Community,Place of Worship,,41.8022211,-80.0593181,168,85,247,860274451,way,,place_of_worship,,,,,openstreetmap
First United Presbyterian Church,,Civic & Social,Faith Community,Place of Worship,,41.8793026,-80.1102485,168,85,247,4618966555,node,,place_of_worship,,,,,openstreetmap
Flagship Free Will Baptist Church,"1959, East 36th Street, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1197768,-80.0242305,168,85,247,823972049,way,,place_of_worship,,,,,openstreetmap
FlightPath Fellowship,"4749, McMillen Drive, Erie, PA, 16505",Civic & Social,Faith Community,Place of Worship,,42.0783497,-80.1882236,168,85,247,8059750533,node,,place_of_worship,,,,,openstreetmap
Ford Memorial Chapel,,Civic & Social,Faith Community,Place of Worship,,41.6479965,-80.1464947,168,85,247,261190748,way,,place_of_worship,,,,,openstreetmap
Franklin Center United Methodist Church,"7471, Old State Road, Edinboro, PA, 16412",Civic & Social,Faith Community,Place of Worship,,41.9351189,-80.2242558,168,85,247,9253763557,node,,place_of_worship,,,,,openstreetmap
Friendship Baptist Church,"1719, Cascade Street, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.1110837,-80.0986285,168,85,247,8521683872,node,,place_of_worship,,,,,openstreetmap
Full Gospel Apostolic Faith Church,"602, East 8th Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1325383,-80.0707963,168,85,247,9862378606,node,,place_of_worship,,,,,openstreetmap
Garden Heights Baptist Church,"4224, McClelland Avenue, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1161286,-80.0138351,168,85,247,893092674,way,,place_of_worship,,,https://gardenheights.org/,+18148255342,openstreetmap
Gilson Ridge Church,,Civic & Social,Faith Community,Place of Worship,,41.6951042,-79.7072929,168,85,247,357287351,node,,place_of_worship,,,,,openstreetmap
Girard Alliance Church,"229, Rice Avenue, Girard, PA, 16417",Civic & Social,Faith Community,Place of Worship,,42.0027808,-80.3209871,168,85,247,8319631919,node,,place_of_worship,,,,,openstreetmap
Glace Slavic Pentecostal Church,"2850, East 38th Street, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1252975,-80.0054784,168,85,247,13564414808,node,,place_of_worship,,,,,openstreetmap
Glenwood United Methodist Church,"2931, Myrtle Street, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,,42.1063965,-80.0770028,168,85,247,8496985973,node,,place_of_worship,,,,,openstreetmap
Gods Grace Apostolic Church,"1222, East 27th Street, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1214079,-80.045427,168,85,247,857886305,way,,place_of_worship,,,,,openstreetmap
Gospel Hill Church,,Civic & Social,Faith Community,Place of Worship,,41.7772781,-80.1670026,168,85,247,357287809,node,,place_of_worship,,,,,openstreetmap
Grace,,Civic & Social,Faith Community,Place of Worship,,41.640464,-80.14966,168,85,247,1092934030,way,,place_of_worship,,,,,openstreetmap
Grace Bible Church,"5200, Yale Drive, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1177567,-79.9714433,168,85,247,7881633364,node,,place_of_worship,,,,,openstreetmap
Grace Church,"2420, Cumberland Road, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1379063,-80.0078247,168,85,247,7894008554,node,,place_of_worship,,,,,openstreetmap
Grace Church,"7300, Grubb Road, McKean, PA, 16426",Civic & Social,Faith Community,Place of Worship,,42.0365789,-80.1464094,168,85,247,7894045722,node,,place_of_worship,,,,,openstreetmap
Grace Episcopal Church,"10121, Hall Avenue, Lake City, PA, 16423",Civic & Social,Faith Community,Place of Worship,,42.0154374,-80.3457191,168,85,247,8161208802,node,,place_of_worship,,,,,openstreetmap
Grace Fellowship,,Civic & Social,Faith Community,Place of Worship,,41.6330538,-79.6928833,168,85,247,639547653,way,,place_of_worship,,,,,openstreetmap
Grace Fellowship International Church,"123, West 10th Street, Erie, PA, 16501",Civic & Social,Faith Community,Place of Worship,,42.1242998,-80.0847495,168,85,247,7570475769,node,,place_of_worship,,,,,openstreetmap
Grace Gospel Chapel,"3218, Tuttle Avenue, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1172586,-80.0398007,168,85,247,13564470499,node,,place_of_worship,,,,,openstreetmap
Grace of Calvary Baptist Church,"5542, Perry Highway, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0830493,-80.0607714,168,85,247,8321962403,node,,place_of_worship,,,,,openstreetmap
Grandview Alliance Church,"1102, East Gore Road, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1008981,-80.0373343,168,85,247,917127760,way,,place_of_worship,,,https://www.grandviewalliancechurch.com/,+18148253752,openstreetmap
Gravel Run Church,,Civic & Social,Faith Community,Place of Worship,,41.7564454,-80.0833897,168,85,247,357288284,node,,place_of_worship,,,,,openstreetmap
Greater Bethlehem Temple Church,"4103, Washington Avenue, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0883378,-80.0953486,168,85,247,8013425332,node,,place_of_worship,,,,,openstreetmap
Greater Calvary Full Gospel Baptist Church,"2624, German Street, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1133752,-80.0673538,168,85,247,8676729913,node,,place_of_worship,,,,,openstreetmap
Greenwood Church,,Civic & Social,Faith Community,Place of Worship,,41.5069978,-80.1850621,168,85,247,357288706,node,,place_of_worship,,,,,openstreetmap
Guys Mills United Free Evangelical Church,,Civic & Social,Faith Community,Place of Worship,,41.6321752,-79.9765015,168,85,247,1132775300,way,,place_of_worship,,,,,openstreetmap
Harbor Ridge Church,,Civic & Social,Faith Community,Place of Worship,,41.8795008,-79.6833846,168,85,247,357289370,node,,place_of_worship,,,,,openstreetmap
Harborcreek Baptist Church,"4719, Buffalo Road, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1485101,-79.9945935,168,85,247,7600953534,node,,place_of_worship,,,,,openstreetmap
Harborcreek First Presbyterian Church,"6724, Buffalo Road, Harborcreek, PA, 16421",Civic & Social,Faith Community,Place of Worship,,42.1693982,-79.9516682,168,85,247,7566376689,node,,place_of_worship,,,,,openstreetmap
Harvest Family Church,"501, West 31st Street, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,,42.1036003,-80.0818479,168,85,247,13093304805,node,,place_of_worship,,,,,openstreetmap
Hatch Hollow Church,,Civic & Social,Faith Community,Place of Worship,,41.9514438,-79.8225515,168,85,247,357289725,node,,place_of_worship,,,,,openstreetmap
